performance_country,composer,composer_nationality,gender,work,performances
Germany,Puccini,Italy,m,Tosca,8
Germany,Puccini,Italy,m,Tosca,4
Germany,Puccini,Italy,m,Tosca,6
Germany,Puccini,Italy,m,Tosca,4
Germany,Puccini,Italy,m,Tosca,15
Germany,Puccini,Italy,m,Tosca,4
Germany,Puccini,Italy,m,Tosca,12
Germany,Puccini,Italy,m,Tosca,12
Germany,Puccini,Italy,m,Tosca,5
Germany,Puccini,Italy,m,Tosca,4
Germany,Puccini,Italy,m,Tosca,1
Germany,Puccini,Italy,m,Tosca,2
Germany,Puccini,Italy,m,Tosca,3
Germany,Puccini,Italy,m,Tosca,2
Germany,Puccini,Italy,m,Tosca,8
Germany,Puccini,Italy,m,Tosca,8
Germany,Puccini,Italy,m,Tosca,9
Germany,Puccini,Italy,m,Tosca,3
Germany,Puccini,Italy,m,Tosca,10
Germany,Puccini,Italy,m,Tosca,4
Germany,Puccini,Italy,m,Tosca,9
Germany,Puccini,Italy,m,Tosca,5
Germany,Puccini,Italy,m,Tosca,4
Germany,Puccini,Italy,m,Tosca,14
Germany,Puccini,Italy,m,Tosca,7
Germany,Puccini,Italy,m,Tosca,9
Germany,Puccini,Italy,m,Tosca,5
Germany,Puccini,Italy,m,Tosca,3
Germany,Puccini,Italy,m,Tosca,4
Germany,Puccini,Italy,m,Tosca,6
Germany,Puccini,Italy,m,Tosca,8
Germany,Puccini,Italy,m,Tosca,5
Germany,Puccini,Italy,m,Tosca,6
Germany,Puccini,Italy,m,Tosca,6
Germany,Puccini,Italy,m,Tosca,3
Germany,Puccini,Italy,m,Tosca,11
Germany,Puccini,Italy,m,Tosca,10
Germany,Puccini,Italy,m,Tosca,5
Germany,Puccini,Italy,m,Tosca,3
Germany,Puccini,Italy,m,Tosca,6
Germany,Puccini,Italy,m,Tosca,5
Germany,Puccini,Italy,m,Tosca,1
Germany,Puccini,Italy,m,Tosca,7
Germany,Puccini,Italy,m,Tosca,5
Germany,Puccini,Italy,m,Tosca,5
Germany,Puccini,Italy,m,Tosca,15
Germany,Puccini,Italy,m,Tosca,10
Germany,Puccini,Italy,m,Tosca,8
Germany,Puccini,Italy,m,Tosca,4
Germany,Puccini,Italy,m,Tosca,2
Germany,Puccini,Italy,m,Tosca,7
Germany,Puccini,Italy,m,Tosca,1
Germany,Puccini,Italy,m,Tosca,1
Germany,Puccini,Italy,m,Tosca,2
Germany,Puccini,Italy,m,Tosca,12
Germany,Puccini,Italy,m,Tosca,5
Germany,Puccini,Italy,m,Tosca,6
Germany,Puccini,Italy,m,Tosca,3
Germany,Puccini,Italy,m,Tosca,4
Germany,Puccini,Italy,m,Tosca,5
Germany,Puccini,Italy,m,Tosca,13
Germany,Puccini,Italy,m,Tosca,4
Germany,Puccini,Italy,m,Tosca,2
Germany,Puccini,Italy,m,Tosca,5
Germany,Puccini,Italy,m,Tosca,1
Germany,Puccini,Italy,m,Tosca,1
Germany,Puccini,Italy,m,Tosca,19
Germany,Puccini,Italy,m,Tosca,1
Germany,Puccini,Italy,m,Tosca,7
Germany,Puccini,Italy,m,Tosca,1
Germany,Puccini,Italy,m,Tosca,2
Germany,Puccini,Italy,m,Tosca,7
Germany,Puccini,Italy,m,Turandot,3
Germany,Puccini,Italy,m,Turandot,15
Germany,Puccini,Italy,m,Turandot,8
Germany,Puccini,Italy,m,Turandot,5
Germany,Puccini,Italy,m,Turandot,4
Germany,Puccini,Italy,m,Turandot,7
Germany,Puccini,Italy,m,Turandot,4
Germany,Puccini,Italy,m,Turandot,3
Germany,Puccini,Italy,m,Turandot,2
Germany,Puccini,Italy,m,Turandot,4
Germany,Puccini,Italy,m,Turandot,5
Germany,Puccini,Italy,m,Turandot,3
Germany,Puccini,Italy,m,Turandot,11
Germany,Puccini,Italy,m,Turandot,14
Germany,Puccini,Italy,m,Turandot,7
Germany,Puccini,Italy,m,Turandot,13
Germany,Puccini,Italy,m,Turandot,1
Germany,Puccini,Italy,m,Turandot,6
Germany,Puccini,Italy,m,Turandot,6
Germany,Puccini,Italy,m,Turandot,6
Germany,Puccini,Italy,m,Turandot,3
Germany,Puccini,Italy,m,Turandot,2
Germany,Puccini,Italy,m,Turandot,14
Germany,Puccini,Italy,m,Turandot,3
Germany,Puccini,Italy,m,Turandot,10
Germany,Puccini,Italy,m,Turandot,3
Germany,Puccini,Italy,m,Turandot,6
Germany,Puccini,Italy,m,Turandot,10
Germany,Puccini,Italy,m,Turandot,6
Germany,Puccini,Italy,m,Turandot,8
Germany,Puccini,Italy,m,Turandot,13
Germany,Puccini,Italy,m,Turandot,7
Germany,Puccini,Italy,m,Turandot,4
Germany,Puccini,Italy,m,Turandot,3
Germany,Puccini,Italy,m,Turandot,4
Germany,Puccini,Italy,m,Turandot,4
Germany,Puccini,Italy,m,Turandot,8
Germany,Puccini,Italy,m,Turandot,2
Germany,Puccini,Italy,m,Turandot,2
Germany,Puccini,Italy,m,Turandot,4
Germany,Puccini,Italy,m,Turandot,4
Germany,Puccini,Italy,m,Turandot,6
Greece,Puccini,Italy,m,La boheme,1
Greece,Puccini,Italy,m,La boheme,9
Greece,Puccini,Italy,m,La boheme,7
Greece,Puccini,Italy,m,La boheme,10
Greece,Puccini,Italy,m,Madama Butterfly,4
Greece,Puccini,Italy,m,Madama Butterfly,6
Greece,Puccini,Italy,m,Madama Butterfly,5
Greece,Puccini,Italy,m,Manon Lescaut,9
Greece,Puccini,Italy,m,Tosca,4
Greece,Puccini,Italy,m,Tosca,6
Hong Kong,Puccini,Italy,m,Gianni Schicchi,2
Hong Kong,Puccini,Italy,m,Madama Butterfly,2
Hong Kong,Puccini,Italy,m,Suor Angelica,2
Hong Kong,Puccini,Italy,m,Tosca,5
Hungary,Puccini,Italy,m,Gianni Schicchi,7
Hungary,Puccini,Italy,m,Gianni Schicchi,6
Hungary,Puccini,Italy,m,Gianni Schicchi,3
Hungary,Puccini,Italy,m,Gianni Schicchi,2
Hungary,Puccini,Italy,m,Il tabarro,4
Hungary,Puccini,Italy,m,Il tabarro,6
Hungary,Puccini,Italy,m,Il tabarro,2
Hungary,Puccini,Italy,m,La boheme,11
Hungary,Puccini,Italy,m,La boheme,12
Hungary,Puccini,Italy,m,La boheme,10
Hungary,Puccini,Italy,m,La boheme,5
Hungary,Puccini,Italy,m,La boheme,19
Hungary,Puccini,Italy,m,La boheme,10
Hungary,Puccini,Italy,m,La boheme,6
Hungary,Puccini,Italy,m,Madama Butterfly,8
Hungary,Puccini,Italy,m,Madama Butterfly,12
Hungary,Puccini,Italy,m,Madama Butterfly,4
Hungary,Puccini,Italy,m,Madama Butterfly,8
Hungary,Puccini,Italy,m,Madama Butterfly,2
Hungary,Puccini,Italy,m,Madama Butterfly,6
Hungary,Puccini,Italy,m,Madama Butterfly,6
Hungary,Puccini,Italy,m,Madama Butterfly,6
Hungary,Puccini,Italy,m,Suor Angelica,4
Hungary,Puccini,Italy,m,Suor Angelica,6
Hungary,Puccini,Italy,m,Suor Angelica,3
Hungary,Puccini,Italy,m,Tosca,10
Hungary,Puccini,Italy,m,Tosca,13
Hungary,Puccini,Italy,m,Tosca,2
Hungary,Puccini,Italy,m,Tosca,9
Hungary,Puccini,Italy,m,Tosca,2
Hungary,Puccini,Italy,m,Tosca,7
Hungary,Puccini,Italy,m,Tosca,6
Hungary,Puccini,Italy,m,Tosca,2
Hungary,Puccini,Italy,m,Tosca,12
Hungary,Puccini,Italy,m,Tosca,6
Hungary,Puccini,Italy,m,Tosca,8
Hungary,Puccini,Italy,m,Turandot,10
Hungary,Puccini,Italy,m,Turandot,6
Hungary,Puccini,Italy,m,Turandot,8
Hungary,Puccini,Italy,m,Turandot,1
Hungary,Puccini,Italy,m,Turandot,9
Hungary,Puccini,Italy,m,Turandot,2
Hungary,Puccini,Italy,m,Turandot,1
Iceland,Puccini,Italy,m,Tosca,5
Ireland,Puccini,Italy,m,Il tabarro,3
Ireland,Puccini,Italy,m,La boheme,3
Ireland,Puccini,Italy,m,La boheme,2
Ireland,Puccini,Italy,m,La boheme,1
Ireland,Puccini,Italy,m,La boheme,1
Ireland,Puccini,Italy,m,La boheme,1
Ireland,Puccini,Italy,m,La boheme,1
Ireland,Puccini,Italy,m,La boheme,1
Ireland,Puccini,Italy,m,La boheme,1
Ireland,Puccini,Italy,m,La boheme,1
Ireland,Puccini,Italy,m,La boheme,1
Ireland,Puccini,Italy,m,La boheme,1
Ireland,Puccini,Italy,m,Madama Butterfly,3
Ireland,Puccini,Italy,m,Tosca,4
Israel,Puccini,Italy,m,La boheme,12
Israel,Puccini,Italy,m,La boheme,12
Israel,Puccini,Italy,m,La rondine,12
Israel,Puccini,Italy,m,Madama Butterfly,1
Israel,Puccini,Italy,m,Madama Butterfly,11
Israel,Puccini,Italy,m,Madama Butterfly,1
Israel,Puccini,Italy,m,Tosca,4
Israel,Puccini,Italy,m,Tosca,1
Italy,Puccini,Italy,m,Gianni Schicchi,5
Italy,Puccini,Italy,m,Gianni Schicchi,3
Italy,Puccini,Italy,m,Gianni Schicchi,2
Italy,Puccini,Italy,m,Gianni Schicchi,5
Italy,Puccini,Italy,m,Gianni Schicchi,2
Italy,Puccini,Italy,m,Gianni Schicchi,9
Italy,Puccini,Italy,m,Gianni Schicchi,4
Italy,Puccini,Italy,m,Gianni Schicchi,1
Italy,Puccini,Italy,m,Gianni Schicchi,1
Italy,Puccini,Italy,m,Gianni Schicchi,1
Italy,Puccini,Italy,m,Gianni Schicchi,2
Italy,Puccini,Italy,m,Gianni Schicchi,6
Italy,Puccini,Italy,m,Gianni Schicchi,1
Italy,Puccini,Italy,m,Gianni Schicchi,1
Italy,Puccini,Italy,m,Gianni Schicchi,7
Italy,Puccini,Italy,m,Gianni Schicchi,3
Italy,Puccini,Italy,m,Gianni Schicchi,2
Italy,Puccini,Italy,m,Gianni Schicchi,2
Italy,Puccini,Italy,m,Gianni Schicchi,2
Italy,Puccini,Italy,m,Gianni Schicchi,2
Italy,Puccini,Italy,m,Gianni Schicchi,2
Italy,Puccini,Italy,m,Gianni Schicchi,2
Italy,Puccini,Italy,m,Gianni Schicchi,2
Italy,Puccini,Italy,m,Gianni Schicchi,2
Italy,Puccini,Italy,m,Il tabarro,3
Italy,Puccini,Italy,m,Il tabarro,1
Italy,Puccini,Italy,m,Il tabarro,4
Italy,Puccini,Italy,m,Il tabarro,1
Italy,Puccini,Italy,m,Il tabarro,7
Italy,Puccini,Italy,m,Il tabarro,1
Italy,Puccini,Italy,m,Il tabarro,2
Italy,Puccini,Italy,m,Il tabarro,2
Italy,Puccini,Italy,m,Il tabarro,2
Italy,Puccini,Italy,m,Il tabarro,2
Italy,Puccini,Italy,m,Il tabarro,2
Italy,Puccini,Italy,m,La boheme,2
Italy,Puccini,Italy,m,La boheme,11
Italy,Puccini,Italy,m,La boheme,4
Italy,Puccini,Italy,m,La boheme,11
Italy,Puccini,Italy,m,La boheme,2
Italy,Puccini,Italy,m,La boheme,2
Italy,Puccini,Italy,m,La boheme,7
Italy,Puccini,Italy,m,La boheme,2
Italy,Puccini,Italy,m,La boheme,3
Italy,Puccini,Italy,m,La boheme,3
Italy,Puccini,Italy,m,La boheme,9
Italy,Puccini,Italy,m,La boheme,3
Italy,Puccini,Italy,m,La boheme,5
Italy,Puccini,Italy,m,La boheme,3
Italy,Puccini,Italy,m,La boheme,10
Italy,Puccini,Italy,m,La boheme,7
Italy,Puccini,Italy,m,La boheme,3
Italy,Puccini,Italy,m,La boheme,6
Italy,Puccini,Italy,m,La boheme,6
Italy,Puccini,Italy,m,La boheme,6
Italy,Puccini,Italy,m,La boheme,4
Italy,Puccini,Italy,m,La boheme,4
Italy,Puccini,Italy,m,La boheme,2
Italy,Puccini,Italy,m,La boheme,1
Italy,Puccini,Italy,m,La boheme,8
Italy,Puccini,Italy,m,La boheme,2
Italy,Puccini,Italy,m,La boheme,10
Italy,Puccini,Italy,m,La boheme,1
Italy,Puccini,Italy,m,La boheme,2
Italy,Puccini,Italy,m,La boheme,3
Italy,Puccini,Italy,m,La boheme,7
Italy,Puccini,Italy,m,La boheme,2
Italy,Puccini,Italy,m,La boheme,3
Italy,Puccini,Italy,m,La boheme,1
Italy,Puccini,Italy,m,La boheme,1
Italy,Puccini,Italy,m,La boheme,2
Italy,Puccini,Italy,m,La boheme,1
Italy,Puccini,Italy,m,La boheme,8
Italy,Puccini,Italy,m,La boheme,2
Italy,Puccini,Italy,m,La boheme,2
Italy,Puccini,Italy,m,La boheme,3
Italy,Puccini,Italy,m,La boheme,2
Italy,Puccini,Italy,m,La boheme,3
Italy,Puccini,Italy,m,La boheme,3
Italy,Puccini,Italy,m,La boheme,1
Italy,Puccini,Italy,m,La boheme,3
Italy,Puccini,Italy,m,La boheme,6
Italy,Puccini,Italy,m,La boheme,7
Italy,Puccini,Italy,m,La boheme,2
Italy,Puccini,Italy,m,La boheme,10
Italy,Puccini,Italy,m,La boheme,5
Italy,Puccini,Italy,m,La boheme,2
Italy,Puccini,Italy,m,La boheme,4
Italy,Puccini,Italy,m,La boheme,2
Italy,Puccini,Italy,m,La boheme,3
Italy,Puccini,Italy,m,La boheme,9
Italy,Puccini,Italy,m,La boheme,3
Italy,Puccini,Italy,m,La boheme,10
Italy,Puccini,Italy,m,La boheme,8
Italy,Puccini,Italy,m,La boheme,2
Italy,Puccini,Italy,m,La boheme,5
Italy,Puccini,Italy,m,La boheme,2
Italy,Puccini,Italy,m,La boheme,6
Italy,Puccini,Italy,m,La boheme,11
Italy,Puccini,Italy,m,La boheme,2
Italy,Puccini,Italy,m,La boheme,9
Italy,Puccini,Italy,m,La fanciulla del West,8
Italy,Puccini,Italy,m,La fanciulla del West,8
Italy,Puccini,Italy,m,La fanciulla del West,2
Italy,Puccini,Italy,m,La fanciulla del West,2
Italy,Puccini,Italy,m,La fanciulla del West,2
Italy,Puccini,Italy,m,La fanciulla del West,6
Italy,Puccini,Italy,m,La fanciulla del West,2
Italy,Puccini,Italy,m,La fanciulla del West,2
Italy,Puccini,Italy,m,La rondine,2
Italy,Puccini,Italy,m,La rondine,2
Italy,Puccini,Italy,m,La rondine,2
Italy,Puccini,Italy,m,La rondine,2
Italy,Puccini,Italy,m,La rondine,2
Italy,Puccini,Italy,m,La rondine,2
Italy,Puccini,Italy,m,La rondine,7
Italy,Puccini,Italy,m,La rondine,4
Italy,Puccini,Italy,m,La rondine,5
Italy,Puccini,Italy,m,Madama Butterfly,2
Italy,Puccini,Italy,m,Madama Butterfly,8
Italy,Puccini,Italy,m,Madama Butterfly,6
Italy,Puccini,Italy,m,Madama Butterfly,3
Italy,Puccini,Italy,m,Madama Butterfly,9
Italy,Puccini,Italy,m,Madama Butterfly,6
Italy,Puccini,Italy,m,Madama Butterfly,7
Italy,Puccini,Italy,m,Madama Butterfly,1
Italy,Puccini,Italy,m,Madama Butterfly,3
Italy,Puccini,Italy,m,Madama Butterfly,3
Italy,Puccini,Italy,m,Madama Butterfly,5
Italy,Puccini,Italy,m,Madama Butterfly,6
Italy,Puccini,Italy,m,Madama Butterfly,7
Italy,Puccini,Italy,m,Madama Butterfly,9
Italy,Puccini,Italy,m,Madama Butterfly,4
Italy,Puccini,Italy,m,Madama Butterfly,6
Italy,Puccini,Italy,m,Madama Butterfly,8
Italy,Puccini,Italy,m,Madama Butterfly,2
Italy,Puccini,Italy,m,Madama Butterfly,2
Italy,Puccini,Italy,m,Madama Butterfly,2
Italy,Puccini,Italy,m,Madama Butterfly,3
Italy,Puccini,Italy,m,Madama Butterfly,6
Italy,Puccini,Italy,m,Madama Butterfly,2
Italy,Puccini,Italy,m,Madama Butterfly,4
Italy,Puccini,Italy,m,Madama Butterfly,2
Italy,Puccini,Italy,m,Madama Butterfly,2
Italy,Puccini,Italy,m,Madama Butterfly,6
Italy,Puccini,Italy,m,Madama Butterfly,2
Italy,Puccini,Italy,m,Madama Butterfly,5
Italy,Puccini,Italy,m,Madama Butterfly,6
Italy,Puccini,Italy,m,Madama Butterfly,2
Italy,Puccini,Italy,m,Madama Butterfly,2
Italy,Puccini,Italy,m,Madama Butterfly,2
Italy,Puccini,Italy,m,Madama Butterfly,2
Italy,Puccini,Italy,m,Madama Butterfly,1
Italy,Puccini,Italy,m,Madama Butterfly,2
Italy,Puccini,Italy,m,Madama Butterfly,8
Italy,Puccini,Italy,m,Madama Butterfly,2
Italy,Puccini,Italy,m,Madama Butterfly,4
Italy,Puccini,Italy,m,Madama Butterfly,2
Italy,Puccini,Italy,m,Madama Butterfly,3
Italy,Puccini,Italy,m,Madama Butterfly,2
Italy,Puccini,Italy,m,Madama Butterfly,1
Italy,Puccini,Italy,m,Madama Butterfly,2
Italy,Puccini,Italy,m,Madama Butterfly,5
Italy,Puccini,Italy,m,Madama Butterfly,3
Italy,Puccini,Italy,m,Madama Butterfly,4
Italy,Puccini,Italy,m,Madama Butterfly,1
Italy,Puccini,Italy,m,Madama Butterfly,7
Italy,Puccini,Italy,m,Madama Butterfly,2
Italy,Puccini,Italy,m,Madama Butterfly,8
Italy,Puccini,Italy,m,Madama Butterfly,1
Italy,Puccini,Italy,m,Madama Butterfly,1
Italy,Puccini,Italy,m,Madama Butterfly,6
Italy,Puccini,Italy,m,Madama Butterfly,8
Italy,Puccini,Italy,m,Madama Butterfly,4
Italy,Puccini,Italy,m,Madama Butterfly,3
Italy,Puccini,Italy,m,Madama Butterfly,6
Italy,Puccini,Italy,m,Madama Butterfly,7
Italy,Puccini,Italy,m,Manon Lescaut,5
Italy,Puccini,Italy,m,Manon Lescaut,3
Italy,Puccini,Italy,m,Manon Lescaut,8
Italy,Puccini,Italy,m,Manon Lescaut,7
Italy,Puccini,Italy,m,Manon Lescaut,2
Italy,Puccini,Italy,m,Manon Lescaut,6
Italy,Puccini,Italy,m,Manon Lescaut,2
Italy,Puccini,Italy,m,Manon Lescaut,2
Italy,Puccini,Italy,m,Manon Lescaut,8
Italy,Puccini,Italy,m,Manon Lescaut,1
Italy,Puccini,Italy,m,Manon Lescaut,4
Italy,Puccini,Italy,m,Suor Angelica,1
Italy,Puccini,Italy,m,Suor Angelica,4
Italy,Puccini,Italy,m,Suor Angelica,5
Italy,Puccini,Italy,m,Suor Angelica,1
Italy,Puccini,Italy,m,Suor Angelica,4
Italy,Puccini,Italy,m,Suor Angelica,6
Italy,Puccini,Italy,m,Suor Angelica,7
Italy,Puccini,Italy,m,Suor Angelica,2
Italy,Puccini,Italy,m,Suor Angelica,8
Italy,Puccini,Italy,m,Suor Angelica,2
Italy,Puccini,Italy,m,Suor Angelica,2
Italy,Puccini,Italy,m,Suor Angelica,2
Italy,Puccini,Italy,m,Suor Angelica,2
Italy,Puccini,Italy,m,Tosca,2
Italy,Puccini,Italy,m,Tosca,1
Italy,Puccini,Italy,m,Tosca,3
Italy,Puccini,Italy,m,Tosca,2
Italy,Puccini,Italy,m,Tosca,2
Italy,Puccini,Italy,m,Tosca,4
Italy,Puccini,Italy,m,Tosca,4
Italy,Puccini,Italy,m,Tosca,6
Italy,Puccini,Italy,m,Tosca,1
Italy,Puccini,Italy,m,Tosca,1
Italy,Puccini,Italy,m,Tosca,2
Italy,Puccini,Italy,m,Tosca,10
Italy,Puccini,Italy,m,Tosca,1
Italy,Puccini,Italy,m,Tosca,3
Italy,Puccini,Italy,m,Tosca,2
Italy,Puccini,Italy,m,Tosca,1
Italy,Puccini,Italy,m,Tosca,4
Italy,Puccini,Italy,m,Tosca,2
Italy,Puccini,Italy,m,Tosca,1
Italy,Puccini,Italy,m,Tosca,2
Italy,Puccini,Italy,m,Tosca,2
Italy,Puccini,Italy,m,Tosca,2
Italy,Puccini,Italy,m,Tosca,2
Italy,Puccini,Italy,m,Tosca,4
Italy,Puccini,Italy,m,Tosca,2
Italy,Puccini,Italy,m,Tosca,6
Italy,Puccini,Italy,m,Tosca,3
Italy,Puccini,Italy,m,Tosca,1
Italy,Puccini,Italy,m,Tosca,3
Italy,Puccini,Italy,m,Tosca,8
Italy,Puccini,Italy,m,Tosca,1
Italy,Puccini,Italy,m,Tosca,2
Italy,Puccini,Italy,m,Tosca,9
Italy,Puccini,Italy,m,Tosca,4
Italy,Puccini,Italy,m,Tosca,1
Italy,Puccini,Italy,m,Tosca,1
Italy,Puccini,Italy,m,Tosca,7
Italy,Puccini,Italy,m,Tosca,2
Italy,Puccini,Italy,m,Tosca,6
Italy,Puccini,Italy,m,Tosca,6
Italy,Puccini,Italy,m,Tosca,7
Italy,Puccini,Italy,m,Tosca,13
Italy,Puccini,Italy,m,Tosca,5
Italy,Puccini,Italy,m,Tosca,1
Italy,Puccini,Italy,m,Tosca,6
Italy,Puccini,Italy,m,Tosca,8
Italy,Puccini,Italy,m,Tosca,2
Italy,Puccini,Italy,m,Tosca,4
Italy,Puccini,Italy,m,Tosca,5
Italy,Puccini,Italy,m,Tosca,2
Italy,Puccini,Italy,m,Tosca,10
Italy,Puccini,Italy,m,Tosca,2
Italy,Puccini,Italy,m,Tosca,8
Italy,Puccini,Italy,m,Tosca,2
Italy,Puccini,Italy,m,Tosca,1
Italy,Puccini,Italy,m,Tosca,2
Italy,Puccini,Italy,m,Tosca,8
Italy,Puccini,Italy,m,Tosca,3
Italy,Puccini,Italy,m,Tosca,3
Italy,Puccini,Italy,m,Tosca,6
Italy,Puccini,Italy,m,Tosca,6
Italy,Puccini,Italy,m,Tosca,5
Italy,Puccini,Italy,m,Tosca,8
Italy,Puccini,Italy,m,Tosca,5
Italy,Puccini,Italy,m,Tosca,6
Italy,Puccini,Italy,m,Tosca,5
Italy,Puccini,Italy,m,Tosca,3
Italy,Puccini,Italy,m,Tosca,5
Italy,Puccini,Italy,m,Tosca,5
Italy,Puccini,Italy,m,Tosca,3
Italy,Puccini,Italy,m,Tosca,2
Italy,Puccini,Italy,m,Tosca,3
Italy,Puccini,Italy,m,Turandot,6
Italy,Puccini,Italy,m,Turandot,3
Italy,Puccini,Italy,m,Turandot,2
Italy,Puccini,Italy,m,Turandot,5
Italy,Puccini,Italy,m,Turandot,15
Italy,Puccini,Italy,m,Turandot,8
Italy,Puccini,Italy,m,Turandot,3
Italy,Puccini,Italy,m,Turandot,11
Italy,Puccini,Italy,m,Turandot,5
Italy,Puccini,Italy,m,Turandot,7
Italy,Puccini,Italy,m,Turandot,1
Italy,Puccini,Italy,m,Turandot,8
Italy,Puccini,Italy,m,Turandot,8
Italy,Puccini,Italy,m,Turandot,2
Italy,Puccini,Italy,m,Turandot,8
Italy,Puccini,Italy,m,Turandot,4
Italy,Puccini,Italy,m,Turandot,1
Italy,Puccini,Italy,m,Turandot,1
Italy,Puccini,Italy,m,Turandot,3
Italy,Puccini,Italy,m,Turandot,5
Italy,Puccini,Italy,m,Turandot,8
Italy,Puccini,Italy,m,Turandot,2
Italy,Puccini,Italy,m,Turandot,2
Italy,Puccini,Italy,m,Turandot,7
Italy,Puccini,Italy,m,Turandot,8
Italy,Puccini,Italy,m,Turandot,2
Italy,Puccini,Italy,m,Turandot,2
Italy,Puccini,Italy,m,Turandot,5
Italy,Puccini,Italy,m,Turandot,4
Italy,Puccini,Italy,m,Turandot,1
Italy,Puccini,Italy,m,Turandot,2
Italy,Puccini,Italy,m,Turandot,2
Italy,Puccini,Italy,m,Turandot,4
Italy,Puccini,Italy,m,Turandot,5
Italy,Puccini,Italy,m,Turandot,3
Italy,Puccini,Italy,m,Turandot,2
Italy,Puccini,Italy,m,Turandot,9
Italy,Puccini,Italy,m,Turandot,4
Italy,Puccini,Italy,m,Turandot,5
Japan,Puccini,Italy,m,La boheme,5
Japan,Puccini,Italy,m,La boheme,2
Japan,Puccini,Italy,m,Madama Butterfly,2
Japan,Puccini,Italy,m,Madama Butterfly,4
Japan,Puccini,Italy,m,Madama Butterfly,4
Japan,Puccini,Italy,m,Madama Butterfly,2
Japan,Puccini,Italy,m,Manon Lescaut,5
Japan,Puccini,Italy,m,Tosca,1
Japan,Puccini,Italy,m,Tosca,5
Japan,Puccini,Italy,m,Tosca,2
Japan,Puccini,Italy,m,Tosca,1
Japan,Puccini,Italy,m,Tosca,4
Japan,Puccini,Italy,m,Tosca,5
Japan,Puccini,Italy,m,Tosca,1
Japan,Puccini,Italy,m,Tosca,5
Kazakhstan,Puccini,Italy,m,La boheme,1
Kazakhstan,Puccini,Italy,m,La boheme,1
Kazakhstan,Puccini,Italy,m,La boheme,2
Kazakhstan,Puccini,Italy,m,La boheme,4
Kazakhstan,Puccini,Italy,m,La boheme,2
Kazakhstan,Puccini,Italy,m,La boheme,2
Kazakhstan,Puccini,Italy,m,La boheme,1
Kazakhstan,Puccini,Italy,m,La boheme,1
Kazakhstan,Puccini,Italy,m,La boheme,1
Kazakhstan,Puccini,Italy,m,Madama Butterfly,3
Kazakhstan,Puccini,Italy,m,Madama Butterfly,1
Kazakhstan,Puccini,Italy,m,Madama Butterfly,4
Kazakhstan,Puccini,Italy,m,Madama Butterfly,1
Kazakhstan,Puccini,Italy,m,Madama Butterfly,3
Kazakhstan,Puccini,Italy,m,Madama Butterfly,1
Kazakhstan,Puccini,Italy,m,Madama Butterfly,2
Kazakhstan,Puccini,Italy,m,Madama Butterfly,1
Kazakhstan,Puccini,Italy,m,Tosca,1
Kazakhstan,Puccini,Italy,m,Tosca,3
Kazakhstan,Puccini,Italy,m,Tosca,2
Kazakhstan,Puccini,Italy,m,Tosca,1
Kazakhstan,Puccini,Italy,m,Tosca,2
Kazakhstan,Puccini,Italy,m,Tosca,1
Kazakhstan,Puccini,Italy,m,Tosca,1
Kazakhstan,Puccini,Italy,m,Tosca,1
Kazakhstan,Puccini,Italy,m,Turandot,1
Kazakhstan,Puccini,Italy,m,Turandot,2
Kazakhstan,Puccini,Italy,m,Turandot,1
Latvia,Puccini,Italy,m,Gianni Schicchi,4
Latvia,Puccini,Italy,m,Gianni Schicchi,5
Latvia,Puccini,Italy,m,Gianni Schicchi,4
Latvia,Puccini,Italy,m,La boheme,5
Latvia,Puccini,Italy,m,La boheme,4
Latvia,Puccini,Italy,m,La boheme,3
Latvia,Puccini,Italy,m,La boheme,1
Latvia,Puccini,Italy,m,Le Villi,4
Latvia,Puccini,Italy,m,Le Villi,5
Latvia,Puccini,Italy,m,Le Villi,4
Latvia,Puccini,Italy,m,Madama Butterfly,3
Latvia,Puccini,Italy,m,Madama Butterfly,4
Latvia,Puccini,Italy,m,Madama Butterfly,1
Latvia,Puccini,Italy,m,Madama Butterfly,4
Latvia,Puccini,Italy,m,Manon Lescaut,7
Latvia,Puccini,Italy,m,Manon Lescaut,1
Latvia,Puccini,Italy,m,Manon Lescaut,4
Latvia,Puccini,Italy,m,Manon Lescaut,2
Latvia,Puccini,Italy,m,Manon Lescaut,1
Latvia,Puccini,Italy,m,Tosca,4
Latvia,Puccini,Italy,m,Tosca,6
Latvia,Puccini,Italy,m,Tosca,3
Latvia,Puccini,Italy,m,Turandot,1
Latvia,Puccini,Italy,m,Turandot,4
Lithuania,Puccini,Italy,m,Gianni Schicchi,2
Lithuania,Puccini,Italy,m,Gianni Schicchi,6
Lithuania,Puccini,Italy,m,Gianni Schicchi,1
Lithuania,Puccini,Italy,m,Gianni Schicchi,1
Lithuania,Puccini,Italy,m,La boheme,1
Lithuania,Puccini,Italy,m,La boheme,3
Lithuania,Puccini,Italy,m,La boheme,7
Lithuania,Puccini,Italy,m,La boheme,2
Lithuania,Puccini,Italy,m,La boheme,7
Lithuania,Puccini,Italy,m,La boheme,6
Lithuania,Puccini,Italy,m,Madama Butterfly,5
Lithuania,Puccini,Italy,m,Madama Butterfly,4
Lithuania,Puccini,Italy,m,Madama Butterfly,4
Lithuania,Puccini,Italy,m,Manon Lescaut,3
Lithuania,Puccini,Italy,m,Manon Lescaut,3
Lithuania,Puccini,Italy,m,Manon Lescaut,4
