performance_country,composer,composer_nationality,gender,work,performances
Austria,Handel,United Kingdom,m,Apollo e Dafne,4
Austria,Handel,United Kingdom,m,Arianna in Creta,1
Austria,Handel,United Kingdom,m,Ariodante,7
Austria,Handel,United Kingdom,m,Ariodante,2
Austria,Handel,United Kingdom,m,Ariodante,5
Austria,Handel,United Kingdom,m,Ariodante,1
Austria,Handel,United Kingdom,m,Ariodante,5
Austria,Handel,United Kingdom,m,Arminio,1
Austria,Handel,United Kingdom,m,Atalanta,5
Austria,Handel,United Kingdom,m,Giulio Cesare in Egitto,10
Austria,Handel,United Kingdom,m,Hercules,1
Austria,Handel,United Kingdom,m,Il trionfo del tempo e del disinganno,1
Austria,Handel,United Kingdom,m,Il trionfo del tempo e del disinganno,2
Austria,Handel,United Kingdom,m,Oreste,11
Austria,Handel,United Kingdom,m,Orlando,10
Austria,Handel,United Kingdom,m,Orlando,1
Austria,Handel,United Kingdom,m,"Ottone, re di Germania",1
Austria,Handel,United Kingdom,m,Radamisto,6
Austria,Handel,United Kingdom,m,Radamisto,1
Austria,Handel,United Kingdom,m,Rinaldo,1
Austria,Handel,United Kingdom,m,Rinaldo,10
Austria,Handel,United Kingdom,m,Saul,6
Austria,Handel,United Kingdom,m,Scipione,1
Austria,Handel,United Kingdom,m,Semele,1
Austria,Handel,United Kingdom,m,Serse,10
Austria,Handel,United Kingdom,m,Solomon,1
Austria,Handel,United Kingdom,m,Tamerlano,1
Belgium,Handel,United Kingdom,m,Agrippina,7
Belgium,Handel,United Kingdom,m,Agrippina,6
Belgium,Handel,United Kingdom,m,Alcina,9
Belgium,Handel,United Kingdom,m,Rinaldo,1
Belgium,Handel,United Kingdom,m,Rodelinda,1
Belgium,Handel,United Kingdom,m,Tamerlano,9
Belgium,Handel,United Kingdom,m,The Resurrection,1
Bulgaria,Handel,United Kingdom,m,Acis e Galatea,2
Bulgaria,Handel,United Kingdom,m,Acis e Galatea,1
Bulgaria,Handel,United Kingdom,m,Alcina,1
Canada,Handel,United Kingdom,m,Alcina,6
Canada,Handel,United Kingdom,m,Ariodante,7
Canada,Handel,United Kingdom,m,Hercules,7
Canada,Handel,United Kingdom,m,Orlando,1
Canada,Handel,United Kingdom,m,Rinaldo,4
Canada,Handel,United Kingdom,m,Rodelinda,1
Croatia,Handel,United Kingdom,m,Agrippina,5
Croatia,Handel,United Kingdom,m,Giulio Cesare in Egitto,5
Croatia,Handel,United Kingdom,m,Orlando,3
Czech Republic,Handel,United Kingdom,m,"Aci, Galatea e Polifemo",4
Czech Republic,Handel,United Kingdom,m,Rinaldo,2
Denmark,Handel,United Kingdom,m,"Aci, Galatea e Polifemo",4
Denmark,Handel,United Kingdom,m,Alcina,8
Denmark,Handel,United Kingdom,m,Alcina,4
Denmark,Handel,United Kingdom,m,Apollo e Dafne,2
Egypt,Handel,United Kingdom,m,Giulio Cesare in Egitto,1
Estonia,Handel,United Kingdom,m,Giulio Cesare in Egitto,7
Estonia,Handel,United Kingdom,m,Giulio Cesare in Egitto,6
Estonia,Handel,United Kingdom,m,Rinaldo,8
Estonia,Handel,United Kingdom,m,Rinaldo,7
Estonia,Handel,United Kingdom,m,Rinaldo,5
Estonia,Handel,United Kingdom,m,Rinaldo,1
France,Handel,United Kingdom,m,"Aci, Galatea e Polifemo",1
France,Handel,United Kingdom,m,Acis e Galatea,1
France,Handel,United Kingdom,m,Acis e Galatea,1
France,Handel,United Kingdom,m,Acis e Galatea,1
France,Handel,United Kingdom,m,Acis e Galatea,3
France,Handel,United Kingdom,m,Acis e Galatea,1
France,Handel,United Kingdom,m,Acis e Galatea,1
France,Handel,United Kingdom,m,Acis e Galatea,2
France,Handel,United Kingdom,m,Acis e Galatea,1
France,Handel,United Kingdom,m,Agrippina,1
France,Handel,United Kingdom,m,Alcina,8
France,Handel,United Kingdom,m,Alcina,7
France,Handel,United Kingdom,m,Alcina,1
France,Handel,United Kingdom,m,Alcina,1
France,Handel,United Kingdom,m,Alcina,4
France,Handel,United Kingdom,m,Alessandro,2
France,Handel,United Kingdom,m,Alessandro,2
France,Handel,United Kingdom,m,Alessandro,1
France,Handel,United Kingdom,m,Amadigi di Gaula,1
France,Handel,United Kingdom,m,Ariodante,6
France,Handel,United Kingdom,m,Ariodante,1
France,Handel,United Kingdom,m,Ariodante,1
France,Handel,United Kingdom,m,Belshazzar,1
France,Handel,United Kingdom,m,Giulio Cesare in Egitto,12
France,Handel,United Kingdom,m,Giulio Cesare in Egitto,3
France,Handel,United Kingdom,m,Giulio Cesare in Egitto,3
France,Handel,United Kingdom,m,Hercules,1
France,Handel,United Kingdom,m,Il duello amoroso,1
France,Handel,United Kingdom,m,Il trionfo del tempo e del disinganno,6
France,Handel,United Kingdom,m,Il trionfo del tempo e del disinganno,2
France,Handel,United Kingdom,m,Il trionfo del tempo e del disinganno,5
France,Handel,United Kingdom,m,Imeneo,1
France,Handel,United Kingdom,m,"L'allegro, il penseroso ed il moderato",1
France,Handel,United Kingdom,m,Orlando,1
France,Handel,United Kingdom,m,Orlando,2
France,Handel,United Kingdom,m,Orlando,1
France,Handel,United Kingdom,m,Orlando,4
France,Handel,United Kingdom,m,Orlando,4
France,Handel,United Kingdom,m,Orlando,3
France,Handel,United Kingdom,m,Ottone,1
France,Handel,United Kingdom,m,Partenope,1
France,Handel,United Kingdom,m,Radamisto,1
France,Handel,United Kingdom,m,Rinaldo,1
France,Handel,United Kingdom,m,Rinaldo,2
France,Handel,United Kingdom,m,Rinaldo,2
France,Handel,United Kingdom,m,Rinaldo,2
France,Handel,United Kingdom,m,Rinaldo,2
France,Handel,United Kingdom,m,Rinaldo,2
France,Handel,United Kingdom,m,Rinaldo,2
France,Handel,United Kingdom,m,Rinaldo,1
France,Handel,United Kingdom,m,Rinaldo,1
France,Handel,United Kingdom,m,Rinaldo,5
France,Handel,United Kingdom,m,Rinaldo,5
France,Handel,United Kingdom,m,Rinaldo,1
France,Handel,United Kingdom,m,Rinaldo,2
France,Handel,United Kingdom,m,Rinaldo,1
France,Handel,United Kingdom,m,Rodelinda,1
France,Handel,United Kingdom,m,Rodelinda,1
France,Handel,United Kingdom,m,Rodelinda,1
France,Handel,United Kingdom,m,Rodrigo,1
France,Handel,United Kingdom,m,Samson,1
France,Handel,United Kingdom,m,Semele,3
France,Handel,United Kingdom,m,Serse,1
France,Handel,United Kingdom,m,Serse,3
France,Handel,United Kingdom,m,Serse,1
France,Handel,United Kingdom,m,Tamerlano,1
France,Handel,United Kingdom,m,Tamerlano,1
France,Handel,United Kingdom,m,Tamerlano,1
France,Handel,United Kingdom,m,Teseo,1
France,Handel,United Kingdom,m,Theodora,1
France,Handel,United Kingdom,m,Theodora,5
Germany,Handel,United Kingdom,m,"Aci, Galatea e Polifemo",1
Germany,Handel,United Kingdom,m,Acis e Galatea,5
Germany,Handel,United Kingdom,m,Acis e Galatea,7
Germany,Handel,United Kingdom,m,Acis e Galatea,1
Germany,Handel,United Kingdom,m,Acis e Galatea,1
Germany,Handel,United Kingdom,m,Acis e Galatea,1
Germany,Handel,United Kingdom,m,Acis e Galatea,3
Germany,Handel,United Kingdom,m,Agrippina,3
Germany,Handel,United Kingdom,m,Agrippina,6
Germany,Handel,United Kingdom,m,Agrippina,13
Germany,Handel,United Kingdom,m,Agrippina,6
Germany,Handel,United Kingdom,m,Agrippina,13
Germany,Handel,United Kingdom,m,Alcina,3
Germany,Handel,United Kingdom,m,Alcina,2
Germany,Handel,United Kingdom,m,Alcina,5
Germany,Handel,United Kingdom,m,Alcina,8
Germany,Handel,United Kingdom,m,Alcina,11
Germany,Handel,United Kingdom,m,Alcina,4
Germany,Handel,United Kingdom,m,Alcina,7
Germany,Handel,United Kingdom,m,Alcina,7
Germany,Handel,United Kingdom,m,Alcina,1
Germany,Handel,United Kingdom,m,Alcina,4
Germany,Handel,United Kingdom,m,Alcina,3
Germany,Handel,United Kingdom,m,Alcina,6
Germany,Handel,United Kingdom,m,Alcina,5
Germany,Handel,United Kingdom,m,Alcina,1
Germany,Handel,United Kingdom,m,Alcina,8
Germany,Handel,United Kingdom,m,Alcina,6
Germany,Handel,United Kingdom,m,Alcina,3
Germany,Handel,United Kingdom,m,Alcina,6
Germany,Handel,United Kingdom,m,Alcina,7
Germany,Handel,United Kingdom,m,Alcina,12
Germany,Handel,United Kingdom,m,Alcina,8
Germany,Handel,United Kingdom,m,Alcina,8
Germany,Handel,United Kingdom,m,Alcina,5
Germany,Handel,United Kingdom,m,Alessandro,3
Germany,Handel,United Kingdom,m,Alessandro,1
Germany,Handel,United Kingdom,m,Alessandro,2
Germany,Handel,United Kingdom,m,Alexander Balus,1
Germany,Handel,United Kingdom,m,Alexander's Feast,1
Germany,Handel,United Kingdom,m,Almira,3
Germany,Handel,United Kingdom,m,Almira,4
Germany,Handel,United Kingdom,m,Almira,1
Germany,Handel,United Kingdom,m,Almira,7
Germany,Handel,United Kingdom,m,Almira,4
Germany,Handel,United Kingdom,m,Almira,4
Germany,Handel,United Kingdom,m,Amadigi di Gaula,3
Germany,Handel,United Kingdom,m,Aminta e Fillide,1
Germany,Handel,United Kingdom,m,Arianna in Creta,1
Germany,Handel,United Kingdom,m,Ariodante,12
Germany,Handel,United Kingdom,m,Ariodante,12
Germany,Handel,United Kingdom,m,Ariodante,3
Germany,Handel,United Kingdom,m,Ariodante,10
Germany,Handel,United Kingdom,m,Ariodante,5
Germany,Handel,United Kingdom,m,Ariodante,5
Germany,Handel,United Kingdom,m,Ariodante,10
Germany,Handel,United Kingdom,m,Ariodante,5
Germany,Handel,United Kingdom,m,Ariodante,9
Germany,Handel,United Kingdom,m,Arminio,2
Germany,Handel,United Kingdom,m,Arminio,1
Germany,Handel,United Kingdom,m,Arminio,1
Germany,Handel,United Kingdom,m,Arminio,6
Germany,Handel,United Kingdom,m,Arminio,3
Germany,Handel,United Kingdom,m,Arminio,6
Germany,Handel,United Kingdom,m,Belshazzar,9
Germany,Handel,United Kingdom,m,Berenice,1
Germany,Handel,United Kingdom,m,Berenice,4
Germany,Handel,United Kingdom,m,Catone in Utica,1
Germany,Handel,United Kingdom,m,Deborah,1
Germany,Handel,United Kingdom,m,Didone abbandonata,3
Germany,Handel,United Kingdom,m,Didone abbandonata,11
Germany,Handel,United Kingdom,m,Esther,1
Germany,Handel,United Kingdom,m,Faramondo,6
Germany,Handel,United Kingdom,m,Giove in Argo,3
Germany,Handel,United Kingdom,m,Giove in Argo,1
Germany,Handel,United Kingdom,m,Giulio Cesare in Egitto,10
Germany,Handel,United Kingdom,m,Giulio Cesare in Egitto,12
Germany,Handel,United Kingdom,m,Giulio Cesare in Egitto,9
Germany,Handel,United Kingdom,m,Giulio Cesare in Egitto,7
Germany,Handel,United Kingdom,m,Giulio Cesare in Egitto,4
Germany,Handel,United Kingdom,m,Giulio Cesare in Egitto,53
Germany,Handel,United Kingdom,m,Giulio Cesare in Egitto,5
Germany,Handel,United Kingdom,m,Giulio Cesare in Egitto,3
Germany,Handel,United Kingdom,m,Giulio Cesare in Egitto,7
Germany,Handel,United Kingdom,m,Giulio Cesare in Egitto,5
Germany,Handel,United Kingdom,m,Giulio Cesare in Egitto,13
Germany,Handel,United Kingdom,m,Giulio Cesare in Egitto,1
Germany,Handel,United Kingdom,m,Giulio Cesare in Egitto,2
Germany,Handel,United Kingdom,m,Giulio Cesare in Egitto,7
Germany,Handel,United Kingdom,m,Giustino,3
Germany,Handel,United Kingdom,m,Giustino,1
Germany,Handel,United Kingdom,m,Hercules,4
Germany,Handel,United Kingdom,m,Hercules,16
Germany,Handel,United Kingdom,m,Hercules,5
Germany,Handel,United Kingdom,m,Hercules,8
Germany,Handel,United Kingdom,m,Hercules,6
Germany,Handel,United Kingdom,m,Il trionfo del tempo e del disinganno,4
Germany,Handel,United Kingdom,m,Il trionfo del tempo e del disinganno,3
Germany,Handel,United Kingdom,m,Il trionfo del tempo e del disinganno,3
Germany,Handel,United Kingdom,m,Il trionfo del tempo e del disinganno,4
Germany,Handel,United Kingdom,m,Imeneo,1
Germany,Handel,United Kingdom,m,Imeneo,6
Germany,Handel,United Kingdom,m,Judas Maccabeus,6
Germany,Handel,United Kingdom,m,Judas Maccabeus,1
Germany,Handel,United Kingdom,m,Lotario,6
Germany,Handel,United Kingdom,m,Oreste,9
Germany,Handel,United Kingdom,m,Oreste,2
Germany,Handel,United Kingdom,m,Orlando,8
Germany,Handel,United Kingdom,m,Orlando,3
Germany,Handel,United Kingdom,m,Orlando,2
Germany,Handel,United Kingdom,m,Orlando,6
Germany,Handel,United Kingdom,m,Orlando,3
Germany,Handel,United Kingdom,m,Orlando,3
Germany,Handel,United Kingdom,m,Orlando,9
Germany,Handel,United Kingdom,m,Orlando,5
Germany,Handel,United Kingdom,m,Orlando,8
Germany,Handel,United Kingdom,m,Ormisda,1
Germany,Handel,United Kingdom,m,Ottone,4
Germany,Handel,United Kingdom,m,Radamisto,8
Germany,Handel,United Kingdom,m,Riccardo Primo,3
Germany,Handel,United Kingdom,m,Riccardo Primo,5
Germany,Handel,United Kingdom,m,Riccardo Primo,3
Germany,Handel,United Kingdom,m,Riccardo Primo,3
Germany,Handel,United Kingdom,m,Riccardo Primo,4
Germany,Handel,United Kingdom,m,Rinaldo,5
Germany,Handel,United Kingdom,m,Rinaldo,7
Germany,Handel,United Kingdom,m,Rinaldo,1
Germany,Handel,United Kingdom,m,Rinaldo,9
Germany,Handel,United Kingdom,m,Rinaldo,9
Germany,Handel,United Kingdom,m,Rinaldo,1
Germany,Handel,United Kingdom,m,Rinaldo,7
Germany,Handel,United Kingdom,m,Rinaldo,5
Germany,Handel,United Kingdom,m,Rinaldo,3
Germany,Handel,United Kingdom,m,Rinaldo,9
Germany,Handel,United Kingdom,m,Rinaldo,1
Germany,Handel,United Kingdom,m,Rinaldo,1
Germany,Handel,United Kingdom,m,Samson,1
Germany,Handel,United Kingdom,m,Saul,7
Germany,Handel,United Kingdom,m,Saul,7
Germany,Handel,United Kingdom,m,Saul,4
Germany,Handel,United Kingdom,m,Saul,1
Germany,Handel,United Kingdom,m,Saul,13
Germany,Handel,United Kingdom,m,Saul,7
Germany,Handel,United Kingdom,m,Saul,13
Germany,Handel,United Kingdom,m,Saul,3
Germany,Handel,United Kingdom,m,Saul,12
Germany,Handel,United Kingdom,m,Scipione,2
Germany,Handel,United Kingdom,m,Semele,8
Germany,Handel,United Kingdom,m,Semele,1
Germany,Handel,United Kingdom,m,Semele,5
Germany,Handel,United Kingdom,m,Semele,6
Germany,Handel,United Kingdom,m,Semele,3
Germany,Handel,United Kingdom,m,Semele,4
Germany,Handel,United Kingdom,m,Serse,6
Germany,Handel,United Kingdom,m,Serse,8
Germany,Handel,United Kingdom,m,Serse,7
Germany,Handel,United Kingdom,m,Serse,1
Germany,Handel,United Kingdom,m,Serse,13
Germany,Handel,United Kingdom,m,Serse,10
Germany,Handel,United Kingdom,m,Serse,8
Germany,Handel,United Kingdom,m,Serse,2
Germany,Handel,United Kingdom,m,Serse,7
Germany,Handel,United Kingdom,m,Serse,11
Germany,Handel,United Kingdom,m,Serse,6
Germany,Handel,United Kingdom,m,Serse,7
Germany,Handel,United Kingdom,m,Serse,4
Germany,Handel,United Kingdom,m,Serse,6
Germany,Handel,United Kingdom,m,Serse,2
Germany,Handel,United Kingdom,m,Silla,3
Germany,Handel,United Kingdom,m,Silla,3
Germany,Handel,United Kingdom,m,Silla,1
Germany,Handel,United Kingdom,m,Silla,3
Germany,Handel,United Kingdom,m,Siroe,6
Germany,Handel,United Kingdom,m,Solomon,1
Germany,Handel,United Kingdom,m,Sosarme,4
Germany,Handel,United Kingdom,m,Sosarme,3
Germany,Handel,United Kingdom,m,Sosarme,2
Germany,Handel,United Kingdom,m,Susanna,1
Germany,Handel,United Kingdom,m,Susanna,1
Germany,Handel,United Kingdom,m,Tamerlano,1
Germany,Handel,United Kingdom,m,Teseo,7
Germany,Handel,United Kingdom,m,Teseo,5
Germany,Handel,United Kingdom,m,Teseo,3
Germany,Handel,United Kingdom,m,The Resurrection,1
Germany,Handel,United Kingdom,m,Theodora,1
Germany,Handel,United Kingdom,m,Theodora,1
Germany,Handel,United Kingdom,m,Tolomeo,1
Germany,Handel,United Kingdom,m,Tolomeo,1
Germany,Handel,United Kingdom,m,Tolomeo,1
Greece,Handel,United Kingdom,m,Alessandro,2
Hungary,Handel,United Kingdom,m,Acis e Galatea,4
Hungary,Handel,United Kingdom,m,Alexander's Feast,1
Hungary,Handel,United Kingdom,m,Serse,6
Ireland,Handel,United Kingdom,m,Acis e Galatea,1
Ireland,Handel,United Kingdom,m,Acis e Galatea,1
Ireland,Handel,United Kingdom,m,Acis e Galatea,1
Ireland,Handel,United Kingdom,m,Acis e Galatea,1
Ireland,Handel,United Kingdom,m,Acis e Galatea,1
Ireland,Handel,United Kingdom,m,Acis e Galatea,1
Ireland,Handel,United Kingdom,m,Acis e Galatea,1
Ireland,Handel,United Kingdom,m,Acis e Galatea,1
Ireland,Handel,United Kingdom,m,Acis e Galatea,1
Ireland,Handel,United Kingdom,m,Acis e Galatea,1
Ireland,Handel,United Kingdom,m,Agrippina,2
Ireland,Handel,United Kingdom,m,Agrippina,1
Ireland,Handel,United Kingdom,m,Ariodante,1
Ireland,Handel,United Kingdom,m,Il trionfo del tempo e del disinganno,1
Ireland,Handel,United Kingdom,m,Radamisto,1
Ireland,Handel,United Kingdom,m,Radamisto,2
Israel,Handel,United Kingdom,m,Giulio Cesare in Egitto,2
Italy,Handel,United Kingdom,m,Catone in Utica,2
Italy,Handel,United Kingdom,m,Catone in Utica,1
Italy,Handel,United Kingdom,m,Esther,1
Italy,Handel,United Kingdom,m,Giulio Cesare in Egitto,5
Italy,Handel,United Kingdom,m,Il trionfo del tempo e del disinganno,8
Italy,Handel,United Kingdom,m,Imeneo,1
Italy,Handel,United Kingdom,m,Orlando,1
Italy,Handel,United Kingdom,m,Rinaldo,3
Italy,Handel,United Kingdom,m,Tamerlano,7
Lithuania,Handel,United Kingdom,m,Alexander's Feast,2
Lithuania,Handel,United Kingdom,m,Alexander's Feast,4
Lithuania,Handel,United Kingdom,m,Alexander's Feast,5
Lithuania,Handel,United Kingdom,m,Alexander's Feast,2
Luxembourg,Handel,United Kingdom,m,Ottone,1
Mexico,Handel,United Kingdom,m,Alcina,3
Mexico,Handel,United Kingdom,m,Radamisto,3
Monaco,Handel,United Kingdom,m,Alcina,1
Netherlands,Handel,United Kingdom,m,Acis e Galatea,1
Netherlands,Handel,United Kingdom,m,Alcina,3
Netherlands,Handel,United Kingdom,m,Alessandro,1
Netherlands,Handel,United Kingdom,m,Ariodante,7
Netherlands,Handel,United Kingdom,m,Giulio Cesare in Egitto,1
Netherlands,Handel,United Kingdom,m,Orlando,3
Netherlands,Handel,United Kingdom,m,Orlando,1
Netherlands,Handel,United Kingdom,m,Rinaldo,1
Netherlands,Handel,United Kingdom,m,Rinaldo,1
Netherlands,Handel,United Kingdom,m,Semele,1
Netherlands,Handel,United Kingdom,m,Semele,2
Netherlands,Handel,United Kingdom,m,Tamerlano,3
Netherlands,Handel,United Kingdom,m,Tamerlano,1
Netherlands,Handel,United Kingdom,m,Theodora,1
New Zealand,Handel,United Kingdom,m,Acis e Galatea,2
New Zealand,Handel,United Kingdom,m,Acis e Galatea,2
Norway,Handel,United Kingdom,m,Alcina,9
Norway,Handel,United Kingdom,m,Il trionfo del tempo e del disinganno,1
Poland,Handel,United Kingdom,m,Agrippina,5
Poland,Handel,United Kingdom,m,Ariodante,4
Poland,Handel,United Kingdom,m,Ariodante,2
Poland,Handel,United Kingdom,m,Imeneo,4
Poland,Handel,United Kingdom,m,Imeneo,1
Poland,Handel,United Kingdom,m,Imeneo,2
Poland,Handel,United Kingdom,m,Imeneo,2
Poland,Handel,United Kingdom,m,Rinaldo,2
Poland,Handel,United Kingdom,m,Rodelinda,1
Poland,Handel,United Kingdom,m,Semele,2
Poland,Handel,United Kingdom,m,Susanna,1
Poland,Handel,United Kingdom,m,Tamerlano,2
Romania,Handel,United Kingdom,m,Alessandro,1
Russia,Handel,United Kingdom,m,Alcina,3
Russia,Handel,United Kingdom,m,Alcina,1
Russia,Handel,United Kingdom,m,Alcina,1
Russia,Handel,United Kingdom,m,Alcina,2
Russia,Handel,United Kingdom,m,Alcina,1
Russia,Handel,United Kingdom,m,Alcina,9
Russia,Handel,United Kingdom,m,Giulio Cesare in Egitto,3
Russia,Handel,United Kingdom,m,Giulio Cesare in Egitto,2
Russia,Handel,United Kingdom,m,Giulio Cesare in Egitto,2
Russia,Handel,United Kingdom,m,Giulio Cesare in Egitto,4
Russia,Handel,United Kingdom,m,Hercules,1
Russia,Handel,United Kingdom,m,Hercules,1
Russia,Handel,United Kingdom,m,Il trionfo del tempo e del disinganno,5
Russia,Handel,United Kingdom,m,Rinaldo,2
Russia,Handel,United Kingdom,m,Rinaldo,1
Russia,Handel,United Kingdom,m,Rodelinda,8
Russia,Handel,United Kingdom,m,Rodelinda,4
Russia,Handel,United Kingdom,m,The Choice of Hercules,1
Serbia,Handel,United Kingdom,m,Orlando,4
Slovakia,Handel,United Kingdom,m,Alcina,5
Slovakia,Handel,United Kingdom,m,Alcina,4
Slovakia,Handel,United Kingdom,m,Alcina,1
Spain,Handel,United Kingdom,m,Agrippina,4
Spain,Handel,United Kingdom,m,Agrippina,6
Spain,Handel,United Kingdom,m,Alcina,10
Spain,Handel,United Kingdom,m,Ariodante,1
Spain,Handel,United Kingdom,m,Ariodante,1
Spain,Handel,United Kingdom,m,Ariodante,1
Spain,Handel,United Kingdom,m,Belshazzar,1
Spain,Handel,United Kingdom,m,Partenope,1
Spain,Handel,United Kingdom,m,Partenope,1
Spain,Handel,United Kingdom,m,Rinaldo,2
Spain,Handel,United Kingdom,m,Rinaldo,1
Spain,Handel,United Kingdom,m,Rinaldo,1
Spain,Handel,United Kingdom,m,Rodelinda,9
Spain,Handel,United Kingdom,m,Serse,2
Spain,Handel,United Kingdom,m,Silla,4
Sweden,Handel,United Kingdom,m,Serse,7
Switzerland,Handel,United Kingdom,m,Alcina,9
Switzerland,Handel,United Kingdom,m,Alcina,9
Switzerland,Handel,United Kingdom,m,Alcina,1
Switzerland,Handel,United Kingdom,m,Alcina,4
Switzerland,Handel,United Kingdom,m,Alcina,8
Switzerland,Handel,United Kingdom,m,Alcina,7
Switzerland,Handel,United Kingdom,m,Alcina,2
Switzerland,Handel,United Kingdom,m,Alcina,6
Switzerland,Handel,United Kingdom,m,Alcina,6
Switzerland,Handel,United Kingdom,m,Alcina,9
Switzerland,Handel,United Kingdom,m,Ariodante,3
Switzerland,Handel,United Kingdom,m,Ariodante,5
Switzerland,Handel,United Kingdom,m,Belshazzar,1
Switzerland,Handel,United Kingdom,m,Giulio Cesare in Egitto,4
Switzerland,Handel,United Kingdom,m,Il trionfo del tempo e del disinganno,7
Switzerland,Handel,United Kingdom,m,Rinaldo,4
Switzerland,Handel,United Kingdom,m,Sale,10
Switzerland,Handel,United Kingdom,m,Sale,4
Switzerland,Handel,United Kingdom,m,Serse,2
Turkey,Handel,United Kingdom,m,Agrippina,2
Turkey,Handel,United Kingdom,m,Agrippina,3
Turkey,Handel,United Kingdom,m,Giulio Cesare in Egitto,4
Turkey,Handel,United Kingdom,m,Giulio Cesare in Egitto,3
Turkey,Handel,United Kingdom,m,Hercules,3
Turkey,Handel,United Kingdom,m,Hercules,3
Turkey,Handel,United Kingdom,m,Hercules,2
Turkey,Handel,United Kingdom,m,Hercules,1
United Kingdom,Handel,United Kingdom,m,Acis e Galatea,6
United Kingdom,Handel,United Kingdom,m,Acis e Galatea,1
United Kingdom,Handel,United Kingdom,m,Acis e Galatea,6
United Kingdom,Handel,United Kingdom,m,Agrippina,1
United Kingdom,Handel,United Kingdom,m,Agrippina,2
United Kingdom,Handel,United Kingdom,m,Agrippina,1
United Kingdom,Handel,United Kingdom,m,Agrippina,2
United Kingdom,Handel,United Kingdom,m,Agrippina,1
United Kingdom,Handel,United Kingdom,m,Agrippina,3
United Kingdom,Handel,United Kingdom,m,Agrippina,1
United Kingdom,Handel,United Kingdom,m,Agrippina,1
United Kingdom,Handel,United Kingdom,m,Agrippina,6
United Kingdom,Handel,United Kingdom,m,Agrippina,1
United Kingdom,Handel,United Kingdom,m,Agrippina,1
United Kingdom,Handel,United Kingdom,m,Alcina,3
United Kingdom,Handel,United Kingdom,m,Alexander Balus,1
United Kingdom,Handel,United Kingdom,m,Arianna in Creta,4
United Kingdom,Handel,United Kingdom,m,Ariodante,4
United Kingdom,Handel,United Kingdom,m,Ariodante,2
United Kingdom,Handel,United Kingdom,m,Ariodante,3
United Kingdom,Handel,United Kingdom,m,Ariodante,5
United Kingdom,Handel,United Kingdom,m,Berenice,1
United Kingdom,Handel,United Kingdom,m,Catone in Utica,1
United Kingdom,Handel,United Kingdom,m,Elpidia,1
United Kingdom,Handel,United Kingdom,m,Faramondo,4
United Kingdom,Handel,United Kingdom,m,Giove in Argo,5
